N2,Stock,1682641613.956204,4581,ROD,B,12,59.00
N3,Stock,1682641613.956204,6148,ROD,B,29,33.35
N2,Stock,1682652145.595158,4581,ROD,B,12,59.00
N3,Stock,1682652145.595158,6148,ROD,B,29,33.35
N2,Stock,1682652179.973939,4581,ROD,B,2,59.00
N3,Stock,1682652179.973939,6148,ROD,B,6,33.35
N2,Stock,1682652603.252575,4581,ROD,B,2,59.00
N3,Stock,1682652603.252575,6148,ROD,B,6,33.35
