N1,Stock,1684368303.798579,8048,ROD,B,1,54.10
N2,Stock,1684368303.801138,8048,ROD,B,1,48.15
N3,Stock,1684368303.802742,8048,ROD,B,1,54.10
N4,Stock,1684368303.805068,8048,ROD,B,1,48.15
N5,Stock,1684368303.807366,8048,ROD,B,1,54.10
N6,Stock,1684368303.809359,8048,ROD,B,1,48.15
N8,Stock,1684368303.821046,8446,ROD,B,1,127.00
N9,Stock,1684368303.824069,8446,ROD,B,1,113.50
